id,user_id,name,title,hospital,department,expertise_areas_full,bio_full,avatar_url,is_featured,sort_order,contact_info,created_at,updated_at,expertise_areas,bio
78931e2b-a8d8-459d-b07f-5a263fffa7ec,,郭宇,主任医师,中山大学附属第一医院,普通外科,"肝脏良恶性病变外科和综合治疗, 胆道良恶性病变外科治疗, 胰腺疾病外科治疗, 肝胆管结石外科治疗, 门静脉高压症外科治疗, 脾脏良恶性疾病外科治疗",该医生现任中山大学主任医师，曾任中山大学副主任医师、副研究员、博士后。担任国家自然科学基金、教育部博士学位论文、中国博士后科学基金、广东省自然/省人才重大项目、广东省科技计划及其重点项目等评审专家，并在中国病理生理杂志、中华细胞与干细胞杂志、新医学、Mil Med Res、FMB、FBL、CCRT、JoVE等核心/SCI期刊担任编委，获中山大学学报、中国病理生理杂志、中华细胞与干细胞杂志等“优秀审稿人”称号。在中国病理生理学会、广东肝脏病学会、广东省健康管理学会等学术组织任职多项。主要研究方向为复发性肝癌早期诊断和免疫治疗，在Adv Sci、Redox Biol、Biomaterials、Hepatology、Nat Commun、ACS Nano等权威期刊以通讯/第一作者发表影响因子>10的论文十余篇，授权第一发明人发明专利8项。主持国家自然科学基金项目3项，省部级科研项目9项，获得“广东省杰青”、“广东特支计划-科技创新青年拔尖人才”、“珠江科技新星”等人才项目5项，作为主要完成人获广东省科技进步一等奖。获广东省卫健委“广东省医学杰出青年人才”、广东省人社厅“广东省100个博士博士后创新人物”、中国科协卓越行动计划（首届）“优秀审稿人奖”、国家卫健委2021年度“现代医院管理典型案例”“最佳案例奖”、中山大学附属第一医院“柯麟新锐人才”、“柯麟菁英人才”等荣誉。,https://www.fahsysu.org.cn/sites/1h.prod.sysucloud1.sysu.edu.cn/files/styles/focal_point_480/public/2023-07/%E7%89%B9%E9%9C%80%E5%8C%BB%E7%96%97%E4%B8%AD%E5%BF%83%EF%BC%88%E6%99%AE%E9%80%9A%E5%A4%96%E7%A7%91%EF%BC%89%20%20%E9%83%AD%E5%AE%87%20%E6%AD%A3%E9%AB%98.jpg?itok=bOTm8n47,TRUE,0,,,,肝胆胰脾疾病外科治疗,现任中山大学主任医师，曾任副主任医师、副研究员、博士后。担任多项国家级和省级科研项目评审专家及核心/SCI期刊编委，获“优秀审稿人”称号。主要研究方向为复发性肝癌早期诊断和免疫治疗，发表影响因子>10的论文十余篇，授权发明专利8项。主持国家自然科学基金项目3项，省部级科研项目9项，获“广东省杰青”等人才项目5项和广东省科技进步一等奖，荣获多项省级和国家级荣誉奖项。
2fa9e611-a857-4bbe-b3e0-5fada764fc27,,王文见,研究员,中山大学附属第一医院,普通外科,"乳腺疾病诊断和治疗, 甲状腺疾病诊断和治疗, 周围血管疾病诊断和治疗, 乳腺癌诊断和治疗, 乳腺增生诊断和治疗, 动脉硬化性血管疾病诊断和治疗, 血管瘤诊断和治疗, 静脉疾病诊断和治疗",该医生担任中华医学会血管外科与组织工程专业委员会中青年委员、中国医师协会高血压血管病专家委员会委员、中华医学会广东省分会委员。研究成果近几年在Nature、Science、JMB等国际著名学术杂志上发表。,,TRUE,0,,,,乳腺、甲状腺及周围血管疾病诊断治疗,担任中华医学会血管外科与组织工程专业委员会中青年委员、中国医师协会高血压血管病专家委员会委员、中华医学会广东省分会委员。研究成果在Nature、Science、JMB等国际著名学术杂志上发表。
8086f733-97b7-4303-a1f3-a792e1f5ae45,,詹文华,"主任医师, 教授",中山大学附属第一医院,普通外科,"胃肠和胰腺肿瘤的诊断和外科治疗, 胃癌标准淋巴结清扫和胃癌扩大切除手术, 胃肠间质瘤的诊断、手术治疗和辅助治疗, 胃肠胰腺神经内分泌肿瘤的诊治, 外科病人围手术期的营养支持, 结肠癌全直肠系膜切除手术, 高风险复发转移胃肠间质瘤病人的术后辅助治疗, 胃肠手术后低氮低热卡营养支持",该医生于1979年至1982年在中山医科大学攻读硕士研究生，毕业后一直在中山大学附属第一医院胃肠胰外科工作。1991年赴香港大学医学院进修，1992年至1993年在日本长崎大学任客座研究员。1994年破格晋升为教授、主任医师。历任中山大学附属第一医院普通外科主任兼胃肠胰专科主任、常务副院长、院长，并曾担任中山大学胃癌诊治研究中心主任、胃肠胰外科首席学术带头人。社会兼职方面，曾任中华医学会外科学分会胃肠外科学组组长、中华医学会肠外肠内营养学分会副主任委员、广东省医学会副会长等职务，现任中华医学会外科学分会胃肠外科学组名誉组长、广东省医学会外科学分会名誉主委，并获美国外科学院外籍院士（FACS）称号。1994年起享受国家特殊津贴。学术成果丰硕，在国内外学术刊物发表专业论文200余篇，主编或参编多部医学专著，如《胃肠外科手术学》、《胃癌外科学》等。曾获吴阶平医学研究三等奖、全国继续医学教育先进工作者等荣誉，多项研究成果获得中华医学会医学科技进步奖和广东省科技进步奖。,https://www.fahsysu.org.cn/sites/1h.prod.sysucloud1.sysu.edu.cn/files/styles/focal_point_480/public/2023-06/%E8%A9%B9%E6%96%87%E5%8D%8E_0.jpg?itok=o6X0iXsI,TRUE,0,,,,胃肠胰腺肿瘤外科治疗及围手术期营养支持,中山医科大学硕士，中山大学附属第一医院胃肠胰外科教授、主任医师，曾任该院院长、普通外科主任，中华医学会外科学分会胃肠外科学组组长。享受国家特殊津贴，美国外科学院外籍院士。发表论文200余篇，主编多部专著，获多项省部级科技进步奖。
1c871310-e59c-48cc-9f64-4dc2572cc26a,,陈昆,主任医师,中山大学附属第一医院,神经外科,"脑肿瘤（脑膜瘤、胶质瘤、听神经瘤、颅咽管瘤、脑室肿瘤、神经鞘瘤、脑转移瘤及垂体瘤等）, 脑积水, 脑室内病变, 脊髓肿瘤, 颅脑损伤, 高血压脑出血, 小儿神经外科疾病及先天畸形, 三叉神经痛, 面肌痉挛, 神经内窥镜微创手术, 显微镜下微创手术, 综合精准治疗",该医生1998年本科毕业于中山医科大学，于中山大学附属第一医院工作至今，2000年获硕士学位，2009年获博士学位。曾在美国克利夫兰临床医学中心和达拉斯西南医学中心神经外科进修神经内镜及微创显微手术。作为课题负责人主持国家自然科学基金2项，参与国家和省部级科研课题多项。在SCI收录期刊和中国核心期刊发表文章多篇。,https://www.fahsysu.org.cn/sites/1h.prod.sysucloud1.sysu.edu.cn/files/styles/focal_point_480/public/050336.jpg?itok=iEOQvbHw,TRUE,0,,,,神经外科疾病微创手术与综合精准治疗,中山医科大学本科毕业，中山大学附属第一医院工作至今，获硕士和博士学位。曾在美国克利夫兰临床医学中心和达拉斯西南医学中心进修神经内镜及微创显微手术。主持国家自然科学基金2项，参与多项科研课题，发表多篇SCI和核心期刊论文。
b9fdc24a-a820-4d3b-94a4-881bddc50237,,黄正松,"主任医师, 教授",中山大学附属第一医院,神经外科,"脑血管疾病介入治疗, 颅内肿瘤介入治疗, 脊髓疾病介入治疗, 先天性颅脑疾病介入治疗, 脑血管疾病显微外科治疗, 颅内肿瘤显微外科治疗, 脊髓疾病显微外科治疗, 先天性颅脑疾病显微外科治疗, 颅底肿瘤诊治, 颅内中线深部肿瘤诊治, 复杂脑血管病诊治",该医生自1982年起从事神经外科临床医、教、研工作，全面精通神经外科领域疾病的诊断和治疗，具有很强的处理各类神经外科疑难疾病的能力。1982年毕业于临床医学专业，分获神经外科学硕士、博士学位。1999年9月被中山医科大学附属第一医院国内外公开招聘为神经外科主任、学科带头人，并担任外科副主任。2009年10月至今任中山大学附属第一医院神经外科学科带头人、首席专家。社会兼职包括中华医学会广东省神经外科学会主任委员、中华神经外科分会全国委员、国家执业医师考试命题委员会委员、国家自然科学基金同行评议专家、广东省和广州市科技评审专家、中山大学医学学位委员会委员，以及《中华显微外科杂志》、《中国神经精神疾病杂志》等10余种杂志常务编委。已在《中华医学杂志》（英文版、中文版）、《中华外科杂志》、《中华神经外科杂志》、《中华显微外科杂志》等国内外核心期刊以第一作者和通讯作者发表论文60余篇。主要获奖包括《复杂性连头婴分离术》获2003年广东省科技进步三等奖（第一完成人）、《血管内治疗脑血管病的临床和基础研究》获2000年黑龙江省科技进步二等奖（第一完成人）、《血管内治疗脑血管病的临床和基础研究》获1999年黑龙江省医药卫生科技进步一等奖（第一完成人）、《脑血管疾病的介入治疗》获1997年哈尔滨医科大学高新医疗技术成果奖（第一完成人）、《复杂性、难治性颈动脉海绵窦瘘血管栓塞技术》获1995年黑龙江省科技进步三等奖（第一完成人）。,https://www.fahsysu.org.cn/sites/1h.prod.sysucloud1.sysu.edu.cn/files/styles/focal_point_480/public/%E9%BB%84%E6%AD%A3%E6%9D%BE.jpg?itok=pFsjE5ZZ,TRUE,0,,,,神经外科疾病介入与显微外科治疗,1982年起从事神经外科临床医、教、研工作，获神经外科学硕士、博士学位。1999年任中山医科大学附属第一医院神经外科主任、学科带头人，2009年至今任中山大学附属第一医院神经外科学科带头人、首席专家。担任中华医学会广东省神经外科学会主任委员等社会职务，发表论文60余篇，获多项科技进步奖。
3ae393a1-ed61-4ae1-abe9-f7ebf7ae5306,,黄权,主任医师,中山大学附属第一医院,神经外科,"神经外科,神经系统肿瘤学,脑膜瘤,神经纤维瘤,颅底手术,海绵窦手术,听神经瘤,面神经解剖保留,导航技术,神经内镜技术,微创技术",该医生于1979年至1984年在中山医学院医疗系本科毕业，获学士学位，2000年获中山大学外科学硕士学位。1984年留校于中山大学附属第一医院，从事神经外科工作至今。1997年至1998年在美国加州大学圣地亚哥医学院神经外科担任访问学者和进修。现任中山大学附属第一医院头面眶颅联合组主要专家。社会兼职包括中国广东省中西医结合神经外科分会副主委、中国抗癌协会和广东省协会委员、中国中青年神经外科学会全国委员、中华显微外科杂志编委。发表多篇学术论文，如《Mir-218 inhibits the invasive ability of glioma cells by direct downregulation of IKK-β》《显微外科手术治疗听神经瘤的价值》等，并参与中国首例世界第五例D型连头婴分离手术，于2003年获广东省科技进步奖三等奖。,https://www.fahsysu.org.cn/sites/1h.prod.sysucloud1.sysu.edu.cn/files/styles/focal_point_480/public/052458.jpg?itok=JXc_hjbb,TRUE,0,,,,神经外科肿瘤手术，专注脑膜瘤和神经纤维瘤,中山大学医学学士和外科学硕士，1984年起在中山大学附属第一医院从事神经外科工作，曾赴美国加州大学圣地亚哥医学院进修。现任该院头面眶颅联合组主要专家，担任中国广东省中西医结合神经外科分会副主委等社会职务，发表多篇学术论文，参与D型连头婴分离手术并获广东省科技进步奖三等奖。
80585db4-5a48-4433-b64a-74f037657504,,何东升,"主任医师, 博士研究生导师",中山大学附属第一医院,神经外科,"垂体瘤诊治, 垂体瘤微创手术, 内镜微创垂体瘤手术",该医生1992年毕业于中山医科大学，2002年获得中山大学外科学博士学位。现任中国垂体瘤协作组委员、中国医师协会神经外科医师分会神经内镜专业委员会委员、广东省医师协会神经外科医师分会常委。曾在美国和欧洲学习垂体瘤诊治技术，并在美国接受垂体瘤微创手术培训。在国内和国际发表垂体瘤研究论著与SCI文章多篇，垂体瘤研究获得教育部提名国家科技进步二等奖。,https://www.fahsysu.org.cn/sites/1h.prod.sysucloud1.sysu.edu.cn/files/styles/focal_point_480/public/2024-07/%E7%A5%9E%E7%BB%8F%E5%A4%96%E7%A7%91%E4%BD%95%E4%B8%9C%E5%8D%87%E6%AD%A3%E9%AB%98%20%E7%99%BD%E5%BA%95.jpg?itok=aDEsY-iN,TRUE,0,,,,垂体瘤诊治与微创手术,中山医科大学本科毕业，中山大学外科学博士。现任中国垂体瘤协作组委员、中国医师协会神经外科医师分会神经内镜专业委员会委员。曾在美国和欧洲学习垂体瘤诊治技术，发表多篇SCI论文，垂体瘤研究获教育部提名国家科技进步二等奖。
159ca772-83a6-4dd1-8e82-16c57fc1f98b,,刘金龙,主任医师,中山大学附属第一医院,神经外科,"颅内肿瘤显微外科手术, 颅神经疾病微血管减压术, 运动障碍性疾病脑深部电刺激治疗, 难治性癫痫外科手术治疗",该医生1988年毕业于中山医科大学，留校中山一院神经外科工作至今，1996年获中山大学外科学硕士学位。2006年起多次参加美敦力大学DBS全球培训，曾赴美国、德国、香港、韩国和台湾等地参观学习。现任中国医师协会神经调控专业委员会委员、广东省医师协会神经外科分会委员、广东省抗癫痫协会理事，并担任中华显微外科杂志通信编委和广东省科技计划项目评审专家。在学术研究方面，发表多篇论文于《中国神经精神疾病杂志》《中华医学杂志》《中华显微外科杂志》等核心期刊，主持广东省科技项目2项、广东省自然基金项目1项，参与项目多项。曾获国家教育部二等奖（垂体肿瘤临床与基础研究）和广东省科学技术三等奖（复杂性连头婴分离术）。,https://www.fahsysu.org.cn/sites/1h.prod.sysucloud1.sysu.edu.cn/files/styles/focal_point_480/public/051033.jpg?itok=VSeK67VA,TRUE,0,,,,神经外科疾病显微手术与脑深部电刺激治疗,中山医科大学毕业，中山一院神经外科工作至今，获中山大学外科学硕士学位。多次参加美敦力大学DBS全球培训，赴多国参观学习。担任中国医师协会神经调控专业委员会委员等社会兼职，发表多篇核心期刊论文，主持省级科研项目，获国家教育部二等奖和广东省科学技术三等奖。
a254caa2-39df-4451-9ba1-68f8acc52416,,林佳平,主任医师,中山大学附属第一医院,神经外科,"颅脑肿瘤显微手术治疗, 脑膜瘤, 颅咽管瘤, 胶质瘤, 血管母细胞瘤, 神经鞘瘤, 儿童髓母细胞瘤, 室管膜瘤, 脑积水, 脑膜脑膨出, 鞍区肿瘤显微手术治疗, 松果体区肿瘤显微手术治疗, 脑室内肿瘤显微手术治疗",该医生1991年毕业于中山医科大学临床医学系，1998年获中山医科大学硕士学位，2003年获中山大学临床医学神经外科学博士学位。长期从事神经外科临床、教学、科研工作，在颅咽管瘤、儿童髓母细胞瘤、脑积水等领域有深入研究。承担多项国家级和省级科研课题，包括国家自然科学基金项目和广东省科技计划基金项目。发表多篇学术论文于《中华神经医学杂志》《中华显微外科杂志》等核心期刊，并参与主编《外科学（修订版）-医学专业必修课考试辅导教材》。曾获2004年广东省科技进步三等奖和2003年教育部二等奖。,https://www.fahsysu.org.cn/sites/1h.prod.sysucloud1.sysu.edu.cn/files/styles/focal_point_480/public/050903.jpg?itok=9eywVoLn,TRUE,0,,,,神经外科颅脑肿瘤显微手术治疗,中山医科大学临床医学系毕业，获中山大学神经外科学博士学位，长期从事神经外科临床、教学、科研工作。在颅咽管瘤、儿童髓母细胞瘤等领域有深入研究，承担多项国家级和省级科研课题，发表多篇学术论文，曾获广东省科技进步三等奖和教育部二等奖。
ffe6f96e-f869-4d39-b978-c3101f9100fa,,刘雪松,主任医师,中山大学附属第一医院,神经外科,"神经外科常见及多发疾病诊疗, 颅脑肿瘤治疗, 外周神经疾病治疗, 颅底肿瘤治疗, 颅神经疾病治疗, 面瘫手术治疗, 糖尿病外周神经疾病手术治疗",该医生毕业于四川大学华西医学中心并留校工作，于华西医院神经外科担任颅底肿瘤及外周神经疾病医疗组长多年，2015-2016年于纽约大学LANGONE医学中心神经外科访问学习。担任中国医师协会周围神经专业委员会委员、中国医师协会神经修复学专业委员会委员、中国医促会循证医学会委员、中国解剖学会神经外科解剖学会委员、中国抗癌协会神经外科委员、美国神经外科医学会国际委员、美国神经外科医师协会国际委员、欧美同学会颅底外科分会委员、海峡两岸医药卫生交流协会神经外科专业委员会委员、四川省整形美容协会面部整形及修复再生分会副会长、四川省医师协会神经外科青委会委员、四川省医学传播学会神经外科分会副主任委员。发表SCI论文20余篇、中文核心期刊论文40余篇，拥有发明专利2项，负责或作为重要主研参与国家及省部级科研项目10余项。,https://www.fahsysu.org.cn/sites/1h.prod.sysucloud1.sysu.edu.cn/files/styles/focal_point_480/public/2024-01/%E5%88%98%E9%9B%AA%E6%9D%BE.jpg?itok=li0yfbmw,TRUE,0,,,,神经外科颅脑肿瘤及外周神经疾病手术治疗,毕业于四川大学华西医学中心，在华西医院神经外科担任颅底肿瘤及外周神经疾病医疗组长多年，曾赴纽约大学LANGONE医学中心神经外科访问学习。担任多个国家级和省级专业委员会委员，发表SCI论文20余篇、中文核心期刊论文40余篇，拥有发明专利2项，参与国家级和省部级科研项目10余项。
